participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,combo_index
10,WRIST_ARM,GS2,G,0,10.5,3.177281,1,0.2542063,0.2921378,10.02582,-0.1101276,344.3438,W3,C2,12
10,WRIST_ARM,GS2,G,0,7.5,2.100219,0,0.2542063,0.2921378,6.898475,-0.2498704,2.029588,W3,C2,13
10,WRIST_ARM,GS2,G,0,10.5,2.606761,0,0.2940945,0.2940945,0.4527901,-0.114248,346.2038,W3,C2,14
10,WRIST_ARM,GS2,G,0,7.5,1.793479,0,0.2940945,0.2940945,6.905734,-0.2386496,359.6706,W3,C2,15
10,WRIST_ARM,GS2,G,5,7.5,2.56292,0,0.3011208,0.3011208,6.986817,-4.920436,328.4526,W3,C2,16
10,WRIST_ARM,GS2,G,0,7.5,2.016454,0,0.2989185,2.227907,7.03403,4.638098,25.08554,W3,C2,17
10,WRIST_ARM,GS2,G,0,7.5,1.688248,0,0.3413495,0.3413495,7.085653,-0.1562979,350.5366,W3,C2,18
10,WRIST_ARM,GS2,G,0,10.5,2.016762,1,0.3048825,0.3048825,0.5184186,-0.192616,352.9522,W3,C2,19
10,WRIST_ARM,GS2,G,5,10.5,3.078817,0,0.3048825,0.3048825,0.5079295,0.09046745,325.9543,W3,C2,20
10,WRIST_ARM,GS2,G,0,7.5,4.243234,0,0.3048825,0.3048825,6.973086,4.615794,29.76999,W3,C2,21
10,WRIST_ARM,GS2,G,5,7.5,2.314313,0,0.2810858,0.2735073,7.009197,-4.898689,326.6695,W3,C2,22
10,WRIST_ARM,GS2,G,0,7.5,2.04504,0,0.2810858,0.2735073,6.982055,4.610889,27.98791,W3,C2,23
10,WRIST_ARM,GS2,G,0,10.5,2.158897,0,0.2338259,0.2338259,10.00806,-0.09784842,344.847,W3,C2,24
10,WRIST_ARM,GS2,G,5,7.5,2.796813,0,0.2505657,0.2505657,6.910585,-4.891336,328.1525,W3,C2,25
10,WRIST_ARM,GS2,G,0,10.5,2.006273,0,0.2505657,0.2505657,10.06005,4.783302,1.618666,W3,C2,26
10,WRIST_ARM,GS2,G,0,10.5,2.058621,0,0.2765567,0.2765567,9.884501,-0.1833844,355.7392,W3,C2,27
10,WRIST_ARM,GS2,G,5,10.5,5.417641,0,0.2455229,12.50904,0.5584351,0.1259775,326.2305,W3,C2,28
10,WRIST_ARM,GS2,G,0,7.5,2.224663,0,0.2455229,12.50904,0.4285966,-0.3763901,27.91066,W3,C2,29
10,WRIST_ARM,GS2,G,5,7.5,2.314714,0,0.2567647,0.2567647,7.012887,-4.894875,327.407,W3,C2,30
10,WRIST_ARM,GS2,G,0,10.5,1.935543,2,0.3233015,0.3233015,10.0345,-0.2204839,350.601,W3,C2,1
10,WRIST_ARM,GS2,G,5,10.5,5.376871,1,0.3233015,0.3233015,10.08286,-4.939393,319.436,W3,C2,2
10,WRIST_ARM,GS2,G,0,7.5,2.128705,0,0.3233015,0.3233015,0.381961,-0.3759437,20.11176,W3,C2,3
10,WRIST_ARM,GS2,G,0,10.5,2.60031,0,0.3233015,0.3233015,0.4481672,-0.1167232,343.4231,W3,C2,4
10,WRIST_ARM,GS2,G,5,7.5,3.523657,1,0.3233015,0.3233015,6.87282,-4.959114,327.1419,W3,C2,5
10,WRIST_ARM,GS2,G,0,10.5,2.812716,0,0.302058,0.302058,10.11166,4.800591,358.5454,W3,C2,6
10,WRIST_ARM,GS2,G,0,10.5,2.267898,0,0.302058,0.302058,0.5697235,-0.2002137,357.5829,W3,C2,7
10,WRIST_ARM,GS2,G,5,7.5,2.815734,0,0.302058,0.302058,7.034997,-4.943378,328.518,W3,C2,8
10,WRIST_ARM,GS2,G,0,10.5,2.04386,0,0.302058,0.302058,0.4685282,-0.3051375,14.17339,W3,C2,9
10,WRIST_ARM,GS2,G,5,10.5,2.980488,0,0.302058,0.302058,10.04067,-4.941609,329.6132,W3,C2,10
10,WRIST_ARM,GS2,G,0,10.5,2.713974,0,0.2615896,0.2615896,9.931544,4.705463,13.94198,W3,C2,11
10,WRIST_ARM,GS2,G,0,7.5,2.438324,0,0.28675,0.28675,7.068463,-0.1818564,355.2175,W3,C2,12
10,WRIST_ARM,GS2,G,5,10.5,3.382031,0,0.3421141,0.3421141,9.926908,-4.880227,327.3329,W3,C2,13
10,WRIST_ARM,GS2,G,0,7.5,2.173526,0,0.3421141,0.3421141,7.139827,4.735159,14.55355,W3,C2,14
10,WRIST_ARM,GS2,G,0,10.5,2.002954,0,0.2896362,0.2896362,9.841444,-0.2034533,359.0719,W3,C2,15
10,WRIST_ARM,GS2,G,5,7.5,2.4655,0,0.2694228,0.2694228,7.02649,-4.921835,329.0933,W3,C2,16
10,WRIST_ARM,GS2,G,0,10.5,2.657792,0,0.2694228,0.2694228,9.960913,4.728827,13.57896,W3,C2,17
10,WRIST_ARM,GS2,G,5,7.5,2.202278,0,0.3481322,0.3481322,0.4942651,0.09522915,325.952,W3,C2,18
10,WRIST_ARM,GS2,G,0,7.5,1.961687,0,0.3138377,0.3138377,6.98163,4.639948,24.46364,W3,C2,19
10,WRIST_ARM,GS2,G,5,10.5,3.718224,0,0.3138377,0.3138377,0.5409149,0.1053047,326.0421,W3,C2,20
10,WRIST_ARM,GS2,G,0,7.5,2.420765,0,0.3243409,0.3243409,7.028525,4.637526,24.26631,W3,C2,21
10,WRIST_ARM,GS2,G,0,7.5,1.881531,0,0.2812101,0.2495709,0.4360656,-0.1819376,355.9524,W3,C2,22
10,WRIST_ARM,GS2,G,0,7.5,1.989084,0,0.3561914,0.3561914,6.882732,-0.2109821,2.397497,W3,C2,23
10,WRIST_ARM,GS2,G,0,7.5,1.727684,0,0.2395047,0.2395047,0.4398071,-0.1803873,359.1422,W3,C2,24
10,WRIST_ARM,GS2,G,0,10.5,2.351466,0,0.2395047,0.2395047,9.936671,-0.1380413,355.3907,W3,C2,25
10,WRIST_ARM,GS2,G,0,7.5,2.146063,0,0.2395047,0.2395047,7.074452,-0.1438437,354.9459,W3,C2,26
10,WRIST_ARM,GS2,G,5,7.5,2.824526,0,0.2900786,0.2900786,0.5664179,0.1327949,326.5438,W3,C2,27
10,WRIST_ARM,GS2,G,0,10.5,2.630819,0,0.2900786,0.2900786,10.07831,4.789905,3.712,W3,C2,28
